05/09/2017 15:21:37, INFO  , searchPStepName : NavigateUrl
05/09/2017 15:21:37, INFO  , searchPStepNumber : 1.0
05/09/2017 15:21:37, INFO  , NavigateUrl
05/09/2017 15:21:37, INFO  , Calling NAVIGATE_URL Task from AccessCMS TestCase Script
05/09/2017 15:24:43, INFO  , searchPStepName : MouseHover
05/09/2017 15:24:43, INFO  , searchPStepNumber : 3.0
05/09/2017 15:24:43, INFO  , MouseHover
05/09/2017 15:24:43, INFO  , Task MOUSE_HOVER - Started
05/09/2017 15:24:44, INFO  , Task MOUSE_HOVER - Ended
05/09/2017 15:24:44, INFO  , searchPStepName : Sleep
05/09/2017 15:24:44, INFO  , searchPStepNumber : 4.0
05/09/2017 15:24:44, INFO  , Sleep
05/09/2017 15:24:44, INFO  , Task SLEEP - Started
05/09/2017 15:24:47, INFO  , Task SLEEP - Ended
05/09/2017 15:24:47, INFO  , searchPStepName : ClickLink
05/09/2017 15:24:47, INFO  , searchPStepNumber : 5.0
05/09/2017 15:24:47, INFO  , ClickLink
05/09/2017 15:24:47, INFO  , Task CLICK_LINK - Started
05/09/2017 15:24:57, INFO  , searchPStepName : NavigateUrl
05/09/2017 15:24:57, INFO  , searchPStepNumber : 1.0
05/09/2017 15:24:57, INFO  , NavigateUrl
05/09/2017 15:24:57, INFO  , Calling NAVIGATE_URL Task from AccessCMS TestCase Script
05/09/2017 15:27:47, INFO  , searchPStepName : MouseHover
05/09/2017 15:27:47, INFO  , searchPStepNumber : 3.0
05/09/2017 15:27:47, INFO  , MouseHover
05/09/2017 15:27:47, INFO  , Task MOUSE_HOVER - Started
05/09/2017 15:27:47, INFO  , Task MOUSE_HOVER - Ended
05/09/2017 15:27:47, INFO  , searchPStepName : Sleep
05/09/2017 15:27:47, INFO  , searchPStepNumber : 4.0
05/09/2017 15:27:47, INFO  , Sleep
05/09/2017 15:27:47, INFO  , Task SLEEP - Started
05/09/2017 15:27:50, INFO  , Task SLEEP - Ended
05/09/2017 15:27:50, INFO  , searchPStepName : ClickLink
05/09/2017 15:27:50, INFO  , searchPStepNumber : 5.0
05/09/2017 15:27:50, INFO  , ClickLink
05/09/2017 15:27:50, INFO  , Task CLICK_LINK - Started
05/09/2017 15:27:58, INFO  , searchPStepName : NavigateUrl
05/09/2017 15:27:58, INFO  , searchPStepNumber : 1.0
05/09/2017 15:27:58, INFO  , NavigateUrl
05/09/2017 15:27:58, INFO  , Calling NAVIGATE_URL Task from AccessCMS TestCase Script
