09/19/2017 16:09:35, INFO  , searchPStepName : NavigateUrl
09/19/2017 16:09:35, INFO  , searchPStepNumber : 1.0
09/19/2017 16:09:35, INFO  , NavigateUrl
09/19/2017 16:09:35, INFO  , Calling NAVIGATE_URL Task from AccessCMS TestCase Script
09/19/2017 16:10:12, INFO  , searchPStepName : ClosePopUp
09/19/2017 16:10:12, INFO  , searchPStepNumber : 3
09/19/2017 16:10:12, INFO  , ClosePopUp
09/19/2017 16:10:12, INFO  , Task Close Popups - Started
09/19/2017 16:10:15, INFO  , Task Close Popups - Ended
09/19/2017 16:10:15, INFO  , searchPStepName : MouseHover
09/19/2017 16:10:15, INFO  , searchPStepNumber : 3.0
09/19/2017 16:10:15, INFO  , MouseHover
09/19/2017 16:10:15, INFO  , Task MOUSE_HOVER - Started
09/19/2017 16:10:15, INFO  , Task MOUSE_HOVER - Ended
09/19/2017 16:10:15, INFO  , searchPStepName : Sleep
09/19/2017 16:10:15, INFO  , searchPStepNumber : 4.0
09/19/2017 16:10:15, INFO  , Sleep
09/19/2017 16:10:15, INFO  , Task SLEEP - Started
09/19/2017 16:10:18, INFO  , Task SLEEP - Ended
09/19/2017 16:10:18, INFO  , searchPStepName : ClickLink
09/19/2017 16:10:18, INFO  , searchPStepNumber : 5.0
09/19/2017 16:10:18, INFO  , ClickLink
09/19/2017 16:10:18, INFO  , Task CLICK_LINK - Started
09/19/2017 16:10:44, INFO  , Task CLICK_LINK - Ended
09/19/2017 16:10:44, INFO  , searchPStepName : Sleep
09/19/2017 16:10:44, INFO  , searchPStepNumber : 8.0
09/19/2017 16:10:44, INFO  , Sleep
09/19/2017 16:10:44, INFO  , Task SLEEP - Started
09/19/2017 16:10:46, INFO  , Task SLEEP - Ended
09/19/2017 16:10:46, INFO  , searchPStepName : ClickLinkXpath
09/19/2017 16:10:46, INFO  , searchPStepNumber : 9.0
09/19/2017 16:10:46, INFO  , ClickLinkXpath
09/19/2017 16:10:46, INFO  , Task CLICK_LINK - Started
09/19/2017 16:11:03, INFO  , Task CLICK_LINK - Ended
09/19/2017 16:11:03, INFO  , searchPStepName : Sleep
09/19/2017 16:11:03, INFO  , searchPStepNumber : 10.0
09/19/2017 16:11:03, INFO  , Sleep
09/19/2017 16:11:03, INFO  , Task SLEEP - Started
09/19/2017 16:11:06, INFO  , Task SLEEP - Ended
09/19/2017 16:11:06, INFO  , searchPStepName : ClickLink
09/19/2017 16:11:06, INFO  , searchPStepNumber : 11.0
09/19/2017 16:11:06, INFO  , ClickLink
09/19/2017 16:11:06, INFO  , Task CLICK_LINK - Started
09/19/2017 16:11:07, INFO  , Task CLICK_LINK - Ended
09/19/2017 16:11:07, INFO  , searchPStepName : Sleep
09/19/2017 16:11:07, INFO  , searchPStepNumber : 12.0
09/19/2017 16:11:07, INFO  , Sleep
09/19/2017 16:11:07, INFO  , Task SLEEP - Started
09/19/2017 16:11:08, INFO  , Task SLEEP - Ended
09/19/2017 16:11:08, INFO  , searchPStepName : SelectDropdownValue
09/19/2017 16:11:08, INFO  , searchPStepNumber : 13.0
09/19/2017 16:11:08, INFO  , SelectDropdownValue
09/19/2017 16:11:08, INFO  , Calling SELECT_DROP_DOWN_VALUE Task from AccessCMS TestCase Script
09/19/2017 16:11:09, INFO  , searchPStepName : Sleep
09/19/2017 16:11:09, INFO  , searchPStepNumber : 14.0
09/19/2017 16:11:09, INFO  , Sleep
09/19/2017 16:11:09, INFO  , Task SLEEP - Started
09/19/2017 16:11:13, INFO  , Task SLEEP - Ended
09/19/2017 16:11:13, INFO  , searchPStepName : ClickButton
09/19/2017 16:11:13, INFO  , searchPStepNumber : 15.0
